;Latitude;Longitude;Weight
1040;40.68112594000007;-73.97436682299997;5
1043;40.67141166300007;-73.88151172399995;2
1047;40.69163222100008;-73.98630225099998;2
1051;40.62024009100002;-74.01647043999998;5
1053;40.672389993000024;-73.89700411599993;5
1054;40.65272464900005;-73.93150216299993;5
1056;40.66860891300007;-73.98512461899995;5
1065;40.60263330200007;-73.99495256599994;5
1066;40.68585121300004;-73.96036412099994;5
1067;40.61071712900008;-73.92098528299994;2
1075;40.69833089400004;-73.91749507299994;5
1078;40.68964821100008;-73.92405412199997;2
1082;40.61269299400004;-73.94954111699997;2
1083;40.65126006400004;-73.94962006399999;5
1086;40.64886713300007;-73.95082189999994;2
1090;40.623992335000025;-73.96116815299997;5
1095;40.63068215900006;-73.97355396999995;5
1099;40.64066783800007;-74.00597922699995;2
1107;40.69342481600006;-73.98870354299999;5
1113;40.69833089400004;-73.91749507299994;5
1115;40.683700646000034;-74.00050622499998;5
1117;40.688743368000075;-73.94498708099997;5
1118;40.67459999000005;-73.93057482199998;5
1122;40.67141166300007;-73.88151172399995;5
1123;40.664521853000046;-73.95378770499997;5
1128;40.68034722300007;-73.93003524099998;5
1129;40.683363040000074;-73.97486713399995;2
1130;40.57778924400003;-73.98499364899999;5
1137;40.644931708000044;-73.94603217599996;2
1139;40.57556809600004;-73.98093364699997;5
1140;40.575517234000074;-74.00818722799994;2
1145;40.693497594000064;-73.97916899999996;5
1152;40.57390632400006;-73.99938589899993;2
1159;40.575031251000034;-73.98988266699997;5
1165;40.69833089400004;-73.91749507299994;5
1172;40.655441049000046;-73.91378549099994;5
1173;40.624374819000025;-74.00499432099997;5
1175;40.57556809600004;-73.98093364699997;2
1180;40.67110691100004;-73.88143295699997;2
1189;40.62859406100006;-73.92111902999993;5
1191;40.68354911000005;-73.98849609399997;2
1192;40.66245192500002;-73.98197932899996;2
1194;40.65593040300007;-73.89797018899995;2
1197;40.644303725000036;-73.90138241199999;5
1202;40.670937865000035;-73.86270227499993;2
1204;40.688743368000075;-73.94498708099997;2
1213;40.69536744700008;-73.98324342499996;5
1215;40.66416202000005;-73.94681681999998;5
1217;40.69481936700004;-73.96334830699995;5
1219;40.697970267000066;-73.98993253599998;1
1225;40.64591936100004;-73.95807437399995;2
1227;40.69342481600006;-73.98870354299999;1
1230;40.67111083400005;-73.91356336299998;5
1234;40.67527385200003;-73.99116530599997;5
1236;40.641105743000026;-74.01805021899997;5
1238;40.66892692300007;-73.92258173299997;2
1242;40.68948194100005;-73.86769791099994;2
1245;40.64944812400006;-73.96307772599994;2
1253;40.68964821100008;-73.92405412199997;5
1258;40.59406298000005;-73.96086869299995;5
1260;40.62851560000007;-73.94138369799998;5
1264;40.634516795000025;-73.94945255699997;5
1265;40.63601523400007;-73.91250990599997;5
1266;40.65607231200005;-73.93956105099994;2
1267;40.58137495000005;-73.96452297399995;5
1269;40.64886713300007;-73.95082189999994;5
1271;40.65948522700006;-73.90813238299995;5
1272;40.681620700000046;-73.94502180099995;2
1281;40.65799306600008;-74.00069344599996;5
1286;40.58903492400003;-73.95454562999998;2
1288;40.67141166300007;-73.88151172399995;5
1296;40.648650085000035;-73.95033556299995;2
1303;40.705456577000064;-73.95181168499995;2
1306;40.67860100400002;-73.89653664999997;2
1310;40.604617888000064;-73.99825480899995;2
1316;40.67941882100007;-73.93847271199995;2
1319;40.67816657700007;-73.90861499199997;2
1321;40.672957431000036;-73.89319276099997;5
1323;40.64886713300007;-73.95082189999994;5
1326;40.67111083400005;-73.91356336299998;2
1327;40.67132117700004;-73.91975270899997;5
1330;40.71041203700002;-73.94239018199994;5
1331;40.67767165600003;-73.96885933499993;5
1332;40.66416202000005;-73.94681681999998;5
1334;40.67110691100004;-73.88143295699997;2
1336;40.67851989200005;-73.88621121499993;2
1338;40.688743368000075;-73.94498708099997;5
1346;40.65849634000005;-73.90060815199999;2
1352;40.692557669000045;-73.99097189599996;5
1355;40.688743368000075;-73.94498708099997;5
1356;40.63712115800007;-74.01145915499995;2
1362;40.635767239000074;-73.91488099399999;5
1368;40.64764311200002;-73.95814536399995;5
1369;40.64652597100008;-73.95810642499998;5
1371;40.64510193700004;-74.01935936699994;2
1373;40.67141166300007;-73.88151172399995;5
1385;40.68964821100008;-73.92405412199997;5
1388;40.59387606400003;-73.98179259299998;2
1391;40.683700646000034;-74.00050622499998;2
1392;40.57720791600008;-73.99028911799998;5
1395;40.60207069800003;-74.00269150899999;2
1399;40.631257160000075;-73.94599639799998;2
1400;40.60207069800003;-74.00269150899999;5
1403;40.67141166300007;-73.88151172399995;2
1413;40.64733012700003;-73.89699955599998;2
1415;40.68962896100004;-73.97312673399993;2
1418;40.689048255000046;-73.95861337799995;2
1420;40.694380900000056;-73.97651820399994;2
1423;40.576995490000044;-73.98152360899995;1
1428;40.67950934600003;-73.99728301399993;2
1433;40.633965370000055;-73.96494537899997;2
1434;40.651946602000066;-73.92939470699997;2
1436;40.690106415000045;-73.98897094299997;5
1441;40.64387405900004;-73.93874331199999;5
1442;40.57758741600002;-73.97633607099993;2
1446;40.59406298000005;-73.96086869299995;5
1450;40.70175228400007;-73.92351016999999;2
1451;40.676337363000066;-73.86546353999995;2
1453;40.68964821100008;-73.92405412199997;5
1456;40.66941055300003;-73.942198492;1
1460;40.68703414200007;-73.98202677399995;5
1467;40.62851560000007;-73.94138369799998;2
1468;40.60331960100008;-73.99839529099995;5
1476;40.68538098800008;-73.95791615599995;2
1485;40.67897902800007;-73.89569962999997;5
1486;40.656070154000076;-73.981011557;2
1489;40.64886713300007;-73.95082189999994;5
1493;40.59064138000008;-73.94975220799995;2
1494;40.67141166300007;-73.88151172399995;2
1502;40.64870676900005;-73.90513094099998;5
1508;40.67597640200007;-73.96302338199997;5
1512;40.676231908000034;-74.00694499699993;2
1513;40.689677412000044;-73.90431901799997;5
1515;40.67141166300007;-73.88151172399995;5
1518;40.647043335000035;-74.01351850999998;2
1519;40.64869464100008;-73.92184843599993;5
1521;40.69086637500004;-73.98584805699994;2
1524;40.66468589900006;-73.89452887499993;2
1526;40.67413100800008;-73.88080390599998;2
1530;40.69224167400005;-73.987300996;2
1540;40.58186219200008;-73.96044023199995;2
1543;40.57758741600002;-73.97633607099993;2
1544;40.671932606000034;-73.90451750999993;5
1550;40.677345635000044;-73.92753275499997;2
1551;40.66256275400008;-73.90892111899994;5
1560;40.68135974200004;-73.90311591599993;5
1564;40.688743368000075;-73.94498708099997;5
1568;40.62677001000004;-73.93161886199994;2
1573;40.60207069800003;-74.00269150899999;2
1576;40.68684680200005;-73.95820729499997;5
1581;40.57556809600004;-73.98093364699997;5
1585;40.674088004000055;-73.96304605899995;5
1597;40.661582383000045;-73.91547882099997;5
1599;40.67597640200007;-73.96302338199997;5
1605;40.65735150300002;-73.95840237599998;5
1613;40.62628194800004;-73.96254656699995;2
1614;40.66063806900007;-73.92737429299996;2
1618;40.67558382800007;-73.98903463099998;2
1621;40.699487512000076;-73.91519274299998;2
1629;40.68914146700007;-73.95131865399995;5
1630;40.69143597300007;-73.92545481499997;2
1631;40.66051961000005;-73.88345217399994;5
1632;40.634791015000076;-73.96322634799998;2
1635;40.66081511600004;-73.90992190699995;5
1640;40.71454114400007;-73.94438863099998;5
1644;40.68112594000007;-73.97436682299997;5
1646;40.68039860900007;-73.94955839299999;5
1648;40.69497597900005;-73.93317529999997;5
1651;40.65799306600008;-74.00069344599996;2
1656;40.63886517100008;-74.02271208799993;2
1660;40.654041058000075;-73.93934304799996;2
1661;40.591678133000066;-73.98653158499997;2
1664;40.62506192400008;-73.92171760099995;2
1666;40.57720791600008;-73.99028911799998;2
1667;40.59791783300005;-73.99799931799998;2
1669;40.67268953000007;-73.90375577699997;5
1675;40.65061929400008;-73.93608473499995;2
1689;40.66889720100005;-73.89848025599997;2
1699;40.683700646000034;-74.00050622499998;2
1700;40.68480499200007;-73.87519969999995;2
1705;40.64831684300003;-74.01411697499998;2
1712;40.66511417600003;-73.89167337799995;2
1713;40.656524395000076;-73.91636102499997;5
1719;40.67141166300007;-73.88151172399995;2
1720;40.70629036500002;-73.95035033099998;5
1727;40.62572501600005;-73.99104937999994;5
1728;40.706222013000044;-73.95097435599996;5
1734;40.65268096300008;-73.96150463799995;2
1741;40.68693997600008;-73.95088396599994;5
1742;40.648650085000035;-73.95033556299995;5
1746;40.62290428400007;-74.02238965499998;5
1751;40.688743368000075;-73.94498708099997;5
1752;40.69293103200005;-73.93790851499993;2
1755;40.679569085000026;-73.94820340899997;5
1757;40.69086637500004;-73.98584805699994;2
1758;40.67141166300007;-73.88151172399995;5
1764;40.610735029000075;-73.98467290199994;2
1770;40.64352195300006;-73.97218679699995;5
1771;40.63034923900005;-74.02972362499997;2
1779;40.669974986000064;-73.93518660799998;5
1783;40.67281556900008;-73.89413028499997;5
1785;40.70903067600005;-73.94091974299994;2
1788;40.700511239000036;-73.94154039399997;2
1790;40.65879728900006;-73.99976716899994;2
1806;40.57991995400005;-74.00738137399995;5
1815;40.57556809600004;-73.98093364699997;5
1817;40.70629036500002;-73.95035033099998;2
1821;40.64151591800004;-73.96377754999997;2
1822;40.66791419900005;-73.88359786099994;5
1826;40.715887010000074;-73.95982680799993;2
1828;40.61792712400006;-74.00811678899998;5
1831;40.62851560000007;-73.94138369799998;5
1835;40.644931708000044;-73.94603217599996;2
1841;40.64855438400008;-73.89709136099998;2
1849;40.69220607500005;-73.92791326799994;5
1850;40.64870676900005;-73.90513094099998;2
1853;40.66426047400005;-73.92210053799994;2
1856;40.58523345000003;-73.98751215399994;2
1858;40.668910020000055;-73.90715692799995;5
1861;40.67910038000008;-73.99747771899997;5
1863;40.678878851000036;-73.92164721999995;2
1871;40.683700646000034;-74.00050622499998;5
1874;40.64141294500007;-74.01936189899999;2
1875;40.62696875800003;-74.03551494999994;5
1881;40.67141166300007;-73.88151172399995;5
1893;40.65819343200008;-74.00103224299994;2
1897;40.66777884700008;-73.94513053599997;2
1900;40.63712206400004;-73.89988334499998;5
1905;40.57758741600002;-73.97633607099993;2
1909;40.668656183000046;-73.92834966199997;2
1914;40.667607985000075;-73.87684317899993;5
1930;40.59387606400003;-73.98179259299998;2
1931;40.674206473000034;-73.99983200699995;2
1934;40.64388608100006;-74.01885813799998;1
1938;40.67459999000005;-73.93057482199998;2
1941;40.63068215900006;-73.97355396999995;2
1946;40.64630132600007;-74.01983898699996;2
1947;40.65264471300003;-73.98129723899994;2
1950;40.674005438000044;-73.92784281399997;5
1951;40.679040017000034;-73.924592578;5
1956;40.69980031700004;-73.98373278599996;5
1957;40.64886713300007;-73.95082189999994;2
1958;40.672756840000034;-73.93771099699995;2
1961;40.69699455600005;-73.93522525599997;2
1962;40.67873123800007;-73.95298829699995;2
1973;40.68703414200007;-73.98202677399995;5
1976;40.63879405400007;-73.94537416099996;2
1977;40.664071672000034;-73.96110877699994;2
1987;40.60980847100007;-73.94415893299998;2
1989;40.61344995600007;-73.95468388199998;5
1991;40.57758741600002;-73.97633607099993;5
1994;40.642451712000025;-73.95545331999993;5
1999;40.705613318000076;-73.94626437899994;2
2001;40.67125445700003;-73.926713851;2
2002;40.63068215900006;-73.97355396999995;5
2006;40.597244284000055;-73.96110808899994;2
2008;40.66511417600003;-73.89167337799995;2
2012;40.65220227000003;-73.91028310999997;2
2027;40.629255043000065;-74.00530090999997;2
2031;40.62411216100002;-73.91769488699998;5
2032;40.59497816600003;-74.00106366999995;2
2033;40.60207069800003;-74.00269150899999;2
2034;40.70629036500002;-73.95035033099998;5
2037;40.699590998000076;-73.95177985899994;5
2041;40.635767239000074;-73.91488099399999;5
2042;40.63843201100008;-73.95213392099998;5
2045;40.64468158900007;-73.92572325599998;2
2050;40.714075745000045;-73.95328801899994;2
2054;40.68962245400007;-73.96014913199997;2
2056;40.66416202000005;-73.94681681999998;5
2059;40.66895868000006;-73.93388987699996;2
2060;40.66961517100003;-73.90683872199997;5
2063;40.66978805900004;-73.95829368499993;5
2066;40.66359756400004;-73.99109115799997;2
2069;40.682577088000066;-73.87598987099993;2
2071;40.57870903600008;-73.98734057899995;5
2073;40.648308698000044;-73.89553856199996;5
2074;40.66416202000005;-73.94681681999998;5
2077;40.57758741600002;-73.97633607099993;5
2083;40.67459999000005;-73.93057482199998;2
2084;40.635570342000044;-73.89576387199997;2
2085;40.70130538400008;-73.91633369899995;5
2086;40.63484448100007;-74.02045168199999;2
2087;40.65236233500008;-73.92703372599993;5
2100;40.67141166300007;-73.88151172399995;5
2101;40.67521392200007;-73.95000213699996;2
2105;40.69126738700004;-73.94259062799993;2
2116;40.688743368000075;-73.94498708099997;2
2123;40.69212762400008;-73.90660172499997;5
2125;40.62685612100006;-73.99524974399995;5
2133;40.650808090000055;-73.95881728799998;2
2134;40.69224167400005;-73.987300996;5
2143;40.67111083400005;-73.91356336299998;2
2144;40.58031977600007;-73.95354356299998;5
2150;40.63068215900006;-73.97355396999995;2
2153;40.688743368000075;-73.94498708099997;2
2154;40.66416202000005;-73.94681681999998;5
2155;40.692342016000055;-73.90697284699995;2
2157;40.57556809600004;-73.98093364699997;2
2158;40.67403411400005;-73.87235744199995;2
2159;40.64886713300007;-73.95082189999994;5
2178;40.633436264000075;-73.96710736999995;2
2182;40.57528417800006;-73.99697047499996;2
2189;40.67141166300007;-73.88151172399995;5
2193;40.653298551000034;-73.91918694699996;2
2195;40.62572501600005;-73.99104937999994;5
2200;40.57556809600004;-73.98093364699997;5
2209;40.67111083400005;-73.91356336299998;2
2216;40.65799306600008;-74.00069344599996;5
2217;40.65388611000003;-73.95449784399995;5
2219;40.69590304600007;-73.91929037599994;2
2226;40.633436264000075;-73.96710736999995;2
2237;40.65046717200005;-73.95726787499996;2
2241;40.68000266400003;-73.942236182;5
2242;40.697970267000066;-73.98993253599998;1
2249;40.630754299000046;-73.97716745999998;2
2254;40.696328949000076;-73.93771061299998;5
2256;40.69536744700008;-73.98324342499996;2
2258;40.690106415000045;-73.98897094299997;5
2269;40.65921813800003;-73.93508532699997;5
2270;40.67472664100006;-73.94112317399998;5
2273;40.609900125000024;-73.92237286099999;2
2287;40.67141166300007;-73.88151172399995;5
2289;40.61916143800004;-74.02984471499997;5
2291;40.63068215900006;-73.97355396999995;5
2292;40.683816725000035;-73.94545626499998;2
2302;40.683700646000034;-74.00050622499998;5
2308;40.70442749000005;-73.94607417999998;2
2313;40.651073938000025;-73.94477308299997;2
2318;40.68015778400007;-73.94512395699995;2
2322;40.68822079700004;-73.91981169999997;2
2327;40.688743368000075;-73.94498708099997;5
2331;40.679793792000055;-73.91521418099995;2
2334;40.690622013000045;-73.98523509799999;2
2337;40.67330090600007;-73.95702252499996;2
2342;40.67111083400005;-73.91356336299998;5
2344;40.67859550700007;-73.90613035499997;1
2352;40.70684565700003;-73.94055738999998;2
2353;40.677615452000055;-74.00274503399999;5
2354;40.64897067900005;-73.93301956899995;2
2356;40.62851560000007;-73.94138369799998;5
2357;40.685769376000046;-73.91550224899999;2
2360;40.67141166300007;-73.88151172399995;2
2361;40.64870676900005;-73.90513094099998;2
2362;40.67458330800008;-73.93022154099998;2
2366;40.72771504800004;-73.94246903099996;2
2369;40.57556809600004;-73.98093364699997;5
2374;40.67141166300007;-73.88151172399995;5
2377;40.65268096300008;-73.96150463799995;2
2378;40.67271217600006;-73.93634475099998;2
2381;40.61596892200004;-74.03106073499998;1
2382;40.65815836400003;-73.93959520299995;5
2385;40.66416202000005;-73.94681681999998;5
2386;40.63068215900006;-73.97355396999995;5
2387;40.683700646000034;-74.00050622499998;2
2388;40.66873114800006;-73.92973741499998;5
2390;40.57640060600005;-73.98689464399997;5
2396;40.692156554000064;-73.91946078799998;5
2397;40.699590998000076;-73.95177985899994;5
2410;40.67458330800008;-73.93022154099998;2
2419;40.646491562000044;-74.01411298599999;5
2420;40.63931298400007;-73.958968509;5
2423;40.625055780000025;-74.02445095099996;2
