;Building Code;Address;Location Name;RangeA;lon;lat;valid_coordinates;in_brooklyn
269;K312;7103 AVENUE T;P.S. 312 Bergen Beach;1000;-73.90927668309845;40.6219272;True;True
270;K313;283 ADAMS STREET;Urban Assembly Institute of Math and Science for Y;1000;-73.98832879336612;40.69463915;True;True
271;K314;330 59 STREET;PS 503: The School of Discovery;2000;-74.017881;40.641362;True;True
272;K316;750 CLASSON AVENUE;P.S. 316 Elijah Stroud;750;-73.96092770912671;40.67457635;True;True
273;K317;610 BALTIC STREET;P.S. 133 William A. Butler;750;-73.98064767346939;40.68039791836735;True;True
274;K318;101 WALTON STREET;I.S. 318 Eugenio Maria De Hostos;1750;-73.9482279;40.7032106;True;True
275;K319;360 KEAP STREET;P.S. 319;250;-73.95407497296418;40.7096294;True;True
276;K320;46 MCKEEVER PLACE;P.S. 375 Jackie Robinson School;1000;-73.9594512;40.6651049;True;True
277;K321;180 7 AVENUE;P.S. 321 William Penn;1500;-73.97343622099447;40.58794680662984;True;True
278;K324;800 GATES AVENUE;M.S. 267 Math, Science & Technology;1250;-73.932454;40.68819;True;True
279;K327;111 BRISTOL STREET;P.S. 327 Dr. Rose B. English;750;-73.9120848;40.6679799;True;True
280;K328;330 ALABAMA AVENUE;P.S. 328 Phyllis Wheatley;1000;-73.89840684542546;40.66778445;True;True
282;K331;7002 4TH AVENUE;PS/IS 30 Mary White Ovington;750;-73.9784973;40.6840336;True;True
283;K332;51 CHRISTOPHER AVENUE;P.S. 332 Charles H. Houston;1250;-73.90605224441892;40.67234655;True;True
284;K333;4222 4th Avenue;Sunset Park Avenues Elementary School;500;-74.0085124;40.6506653;True;True
285;K335;130 ROCHESTER AVENUE;P.S. 335 Granville T. Woods;750;-73.92819180843519;40.67444105;True;True
286;K345;111 BERRIMAN STREET;P.S. 345 Patrolman Robert Bolden;750;-73.87987786537971;40.676174;True;True
287;K346;1400 PENNSYLVANIA AVENUE;P.S. 346 Abe Stark;1000;-73.88188061978047;40.6467453;True;True
288;K356;104 SUTTER AVENUE;P.S. 156 Waverly;1250;-73.9182394;40.6658429;True;True
289;K364;1426 FREEPORT LOOP;I.S. 364 Gateway;500;-73.88095711805084;40.64631475;True;True
290;K366;965 EAST 107TH STREET;THE SCIENCE AND MEDICINE MIDDLE SCHOOL;750;-73.89176424568717;40.647414100000006;True;True
291;K369;383 STATE STREET;P.S. K369  - Coy L. Cox School;750;-73.98355146660099;40.687434800000005;True;True
293;K371;355 37 STREET;P.S. 371 - Lillian L. Rashkis;500;-73.9996623;40.6379042;True;True
294;K376;194 HARMAN STREET;P.S. 376;750;-73.920248;40.6983431;True;True
295;K377;200 WOODBINE STREET;P.S. 377 Alejandrina B. De Gautier;750;-73.91494013630094;40.6937556;True;True
296;K380;370 MARCY AVENUE;P.S. 380 John Wayne Elementary;750;-73.95346513881864;40.7018891;True;True
297;K383;1300 GREENE AVENUE;J.H.S. 383 Philippa Schuyler;1250;-73.9195423;40.6977934;True;True
298;K384;242 COOPER STREET;P.S. /I.S. 384 Frances E. Carter;750;-73.90505438519084;40.68973305;True;True
299;K390;1224 PARK PLACE;The School of Integrated Learning;1250;-73.9372224935157;40.67227315;True;True
300;K391;790 EAST NEW YORK AVENUE;New Heights Middle School;1500;-73.93645592173652;40.66199745;True;True
301;K395;1001 EAST  45 STREET;P.S. 109;750;-74.010006;40.648939;True;True
302;K396;110 CHESTER STREET;P.S. K396;500;-73.9113762;40.6679669;True;True
303;K397;490 FENIMORE STREET;P.S. 397 Foster-Laurie;500;-73.9462613125;40.658868687500004;True;True
305;K399;2707 ALBEMARLE ROAD;P.S. 399 Stanley Eugene Clark;750;-73.9519444;40.6483333;True;True
306;K400;2630 BENSON AVENUE;Life Academy High School for Film and Music;2000;-73.98621246953113;40.59353805;True;True
307;K405;2839 BEDFORD AVENUE;Midwood High School;4000;-73.9525804;40.6328096;True;True
308;K410;2800 OCEAN PARKWAY;Abraham Lincoln Yabc;3000;-73.9683394685555;40.582368;True;True
309;K415;5800 TILDEN AVENUE;New American Academy Charter School;1500;-73.9215436;40.6477763;True;True
310;K420;999 JAMAICA AVENUE;The Urban Assembly School for Collaborative Health;1750;-73.86907525829018;40.6930081;True;True
311;K422;1065 ELTON STREET;Spring Creek Community School;1000;-73.87518348979592;40.65820304081633;True;True
312;K425;3787 BEDFORD AVENUE;James Madison High School;4000;-73.94772792631059;40.610233300000004;True;True
313;K430;29 FT GREENE PLACE;Brooklyn Technical High School;4000;-73.97640887345645;40.6887573;True;True
314;K435;400 PENNSYLVANIA AVENUE;World Academy for Total Community Health High Scho;1750;-73.89513673973363;40.6669096;True;True
315;K440;883 CLASSON AVENUE;The High School for Global Citizenship;1750;-73.96033977366244;40.66994585;True;True
317;K450;850 GRAND STREET;The High School for Enterprise, Business and Techn;3000;-73.9391759;40.7118943;True;True
318;K455;1700 FULTON STREET;Research and Service High School;1500;-73.93166373603927;40.67889925;True;True
319;K458;832 MARCY AVENUE;Brownsville Collegiate Charter School;1500;-73.9475228;40.6846677;True;True
320;K460;237 7 AVENUE;Secondary School for Law;1750;-73.972367;40.67705;True;True
321;K465;911 FLATBUSH AVENUE;Science, Technology and Research Early College Hig;2500;-73.9582574;40.6495043;True;True
322;K470;600 KINGSTON AVENUE;School for Human Rights, The;1750;-73.94361849010039;40.6583284;True;True
323;K480;400 IRVING AVENUE;The Brooklyn School for Math and Research;1500;-73.9113818;40.6970899;True;True
324;K485;350 67 STREET;High School of  Telecommunication Arts and Technol;1500;-73.9996623;40.6379042;True;True
325;K486;1171 65 STREET;The Christa McAuliffe School\I.S. 187;1250;-73.9996623;40.6379042;True;True
326;K490;8301 SHORE ROAD;Fort Hamilton High School;4000;-74.0397375;40.627236;True;True
327;K495;3000 AVENUE X;Sheepshead Bay High School;1500;-73.93667411834863;40.59351635;True;True
328;K500;1600 ROCKAWAY PARKWAY;Urban Action Academy;1250;-73.8981466;40.6411019;True;True
329;K505;5800 20 AVENUE;Franklin Delano Roosevelt YABC;4000;-73.985026;40.61741;True;True
330;K515;6565 FLATLANDS AVENUE;Victory Collegiate High School;2000;-73.9175544;40.6336432;True;True
331;K520;112 SCHERMERHORN STREET;Brooklyn Frontiers High School;250;-73.9893526;40.6900156;True;True
332;K525;1600 AVENUE L;Edward R. Murrow High School;4000;-73.95896885766066;40.6197588;True;True
333;K535;1830 SHORE BOULEVARD;Leon M. Goldstein High School for the Sciences;1250;-73.93516032364317;40.580364349999996;True;True
334;K540;50 AVENUE X;John Dewey High School;2500;-73.98116657499443;40.587629;True;True
335;K554;321 PALMETTO STREET;All City Leadership Secondary School;500;-73.91320853124999;40.697455562500004;True;True
336;K564;153 35TH STREET;Sunset Park High School;1500;-74.0045642;40.6554547;True;True
337;K580;105 JOHNSON STREET;George Westinghouse Career and Technical Education;1500;-73.9856024936999;40.69544665;True;True
338;K580;105 TECH PLACE;George Westinghouse Career and Technical Education;1500;-73.9856024936999;40.69544665;True;True
339;K590;1186 CARROLL STREET;Medgar Evers College Preparatory School;1500;-73.95118485801015;40.66693295;True;True
340;K600;901 CLASSON AVENUE;Clara Barton High School;1750;-73.96172952562546;40.6690504;True;True
341;K610;50 BEDFORD AVENUE;Frances Perkins Academy;1000;-73.95340052330442;40.7222456;True;True
342;K615;1 WELLS STREET;Transit Tech Career and Technical Education High S;1250;-73.8752297;40.6785352;True;True
343;K620;25 BRIGHTON  4TH ROAD;William E. Grady Career and Technical Education Hi;750;-73.96348874041547;40.5833954;True;True
344;K625;150 ALBANY AVENUE;Paul Robeson High School;1000;-73.93930621189718;40.675933650000005;True;True
345;K650;257 NORTH  6 STREET;Williamsburg Preparatory School;2000;-73.99869956624826;40.573797049999996;True;True
346;K655;345 DEAN STREET;The Math & Science Exploratory School;1500;-73.9802603;40.6837209;True;True
347;K660;145 PENNSYLVANIA AVENUE;W. H. Maxwell Career and Technical Education High;750;-73.89602734953094;40.6737205;True;True
348;K721;8310 21ST AVENUE;Brooklyn Studio Secondary School;1000;-73.9953948;40.6050263;True;True
349;K722;64 AVENUE X;P.S. K721 - Brooklyn Occupational Training Center;750;-73.98129535602811;40.58906175;True;True
350;K728;2865 WEST 19TH STREET;Liberation Diploma Plus;250;-73.98563629884323;40.57715905;True;True
351;K735;249 EAST 17TH STREET;P.S. 245;500;-73.9630246;40.6448767;True;True
352;K763;211 8TH STREET;The Maurice Sendak Community School;250;-73.98776237084077;40.67102405;True;True
353;K778;250 HOOPER STREET;El Puente Academy for Peace and Justice;250;-73.95554066941271;40.7056467;True;True
354;K781;1053 41ST STREET;West Brooklyn Community High School;250;-73.99255826267108;40.64282825;True;True
355;K798;696 JAMAICA AVENUE;P.S. 065;750;-73.87837563158729;40.686891450000005;True;True
356;K804;347 BALTIC STREET;Cobble Hill School of American Studies;750;-73.9910292;40.6846795;True;True
357;K805;49 FLATBUSH AVENUE EXTENSION;Urban Assembly High School of Music and Art;1500;-73.9848651;40.6974003;True;True
358;K806;362 SCHERMERHORN STREET;Metropolitan Corporate Academy High School;250;-73.9796992;40.6864422;True;True
359;K807;109 BAY 14TH STREET;P.S. 163 Bath Beach;750;-74.00761786124374;40.6066057;True;True
360;K814;265 WARWICK STREET;P.S. 089 Cypress Hills;500;-73.88669291516872;40.6777282;True;True
361;K819;2057 LINDEN BOULEVARD;East New York Family Academy;500;-73.88675570069428;40.6612937;True;True
362;K824;402 EASTERN PARKWAY;W.E.B. Dubois Academic High School;250;-73.95515980867384;40.66951885;True;True
363;K825;173 CONOVER STREET;South Brooklyn Community High School;250;-74.01420467275423;40.6777929;True;True
364;K834;512 CARROLL STREET;The Children's School;750;-73.98560571410988;40.67642825;True;True
365;K843;530 STANLEY AVENUE;P.S. K004;500;-73.8888393;40.6570252;True;True
366;K845;330 18 STREET;P.S. 295;1250;-73.9996623;40.6379042;True;True
367;K849;4001 18 AVENUE;P.S. K134;750;-73.990414;40.620671;True;True
368;K852;1800 UTICA AVENUE;P.S. 326;250;-73.92825617904788;40.628422650000005;True;True
369;K857;2045 LINDEN BOULEVARD;P.S. 36;500;-73.88723945056148;40.6604378;True;True
370;K857;905 WINTHROP STREET;P.S. 36;500;-73.9289335;40.6588889;True;True
371;K860;9517 KINGS HIGHWAY;East Brooklyn Community High School;250;-73.92061002773849;40.659789599999996;True;True
372;K864;3109 NEWKIRK AVENUE;P.S. 361 East Flatbush Early Childhood School;750;-73.94691474896437;40.640373600000004;True;True
373;K865;797 BUSHWICK AVENUE;Bushwick Leaders High School for Academic Excellen;500;-73.92764577297487;40.6954245;True;True
374;K872;1461 GENEVA LOOP;IS 364 ANNEX(BN);500;-73.87895506187193;40.64627575;True;True
375;K874;227 STERLING PLACE;I.S. 340;250;-73.96978589332721;40.6762789;True;True
376;K894;1495 HERKIMER STREET;Aspirations Diploma Plus High School;250;-73.90398804781721;40.67751765;True;True
377;K902;62 PARK PLACE;P.S. K077;500;-73.9765909;40.6789125;True;True
378;K907;1150 EAST NEW YORK AVENUE;Brownsville Academy High School;250;-73.9238889;40.6661111;True;True
379;K909;561 GRAND AVENUE;ACORN Community High School;750;-73.96201007692308;40.67846746153846;True;True
380;K913;1155 DEKALB AVENUE;EBC High School for Public Service - Bushwick;750;-73.92930333980486;40.69470855;True;True
381;K914;71-77 CLINTON AVENUE;Benjamin Banneker Academy;1000;-73.9691581;40.695423999999996;True;True
382;K917;350 CONEY ISLAND AVENUE;Brooklyn College Academy;750;-73.97199601932508;40.6491768;True;True
383;K932;560 BROOK AVENUE;PASSAGES ACADEMY AT BELMONT(BN);500;-73.965174;40.588856;True;True
384;K932;631 Belmont Ave.;Passages Academy at Belmont(BN);500;-73.88610271428571;40.672109285714285;True;True
385;K971;6214 4TH AVENUE;School of Math, Science, and Healthy Living;500;-74.0203034892963;40.63949425;True;True
386;K987;1396 BROADWAY;Brooklyn High School for Law and Technology;750;-73.9208716;40.6885596;True;True
387;K994;1119 BEDFORD AVENUE;Bedford Academy High School;500;-73.95401870628382;40.68552125;True;True
388;KAGI;153 35th St.;BROOKLYN PROSPECT CHARTER SCHOOL(BS);1000;-74.0045642;40.6554547;True;True
389;KAQX;856 QUINCY STREET;BROOKLYN EXCELSIOR CHARTER SCHOOL(BN);750;-73.92512729101203;40.6897108;True;True
390;KBNU;500 19TH STREET;BROOKLYN URBAN GARDEN CHARTER SCHOOL (BS);500;-73.98256476685823;40.656257;True;True
392;KBZT;2186 MILL AVENUE;HEBREW LANGUAGE ACADEMY CHARTER SCHOOL (BS);750;-73.91429356415853;40.612209199999995;True;True
394;M001;8 HENRY STREET;P.S. 001 Alfred E. Smith;500;-73.991656;40.70050838461538;True;True
395;M002;122 HENRY STREET;P.S. 002 Meyer London;1000;-73.99336775;40.696975916666666;True;True
397;M004;500 WEST 160 STREET;P.S. 004 Duke Ellington;750;-73.97865299932116;40.7017848;True;True
403;M010;2581 7TH AVENUE;Frederick Douglass Academy;1500;-74.015424;40.632513;True;True
405;M013;1573 MADISON AVENUE;J.H.S. 013 Jackie Robinson;1250;-73.94386846938775;40.61316955102041;True;True
406;M015;333 EAST  4 STREET;P.S. 015 Roberto Clemente;250;-74.00033404976074;40.5805768;True;True
408;M019;185 1 AVENUE;Technology, Arts, and Sciences Studio;500;-73.985777;40.586668;True;True
409;M020;166 ESSEX STREET;P.S. 020 Anna Silver;750;-73.88289499999999;40.6801067;True;True
410;M022;111 COLUMBIA STREET;New Explorations into Science, Technology and Math;2000;-74.00100560105973;40.6879797;True;True
411;M025;145 STANTON STREET;School for Global Leaders;1250;-73.9365;40.584832;True;True
412;M028;475 WEST 155 STREET;P.S. 028 Wright Brothers;1000;-73.96819152014527;40.6835151;True;True
414;M033;281 9 AVENUE;P.S. 033 Chelsea Prep;750;-73.9943519;40.6463249;True;True
417;M040;319 EAST 19 STREET;P.S. 040 Augustus Saint-Gaudens;1250;-73.9996623;40.6379042;True;True
418;M041;116 WEST  11 STREET;P.S. 041 Greenwich Village;1000;-73.99916576702879;40.57777695;True;True
421;M044;100 WEST  77 STREET;The Anderson School;1500;-74.0255506;40.6295562;True;True
422;M045;2351 1ST AVENUE;HARLEM VILLAGE ACADEMIES LEADERSHIP CHARTER SCHOOL(MN);1250;-74.0214533;40.6481807;True;True
424;M047;223 EAST 23 STREET;The 47 American Sign Language & English Lower Scho;500;-73.9996623;40.6379042;True;True
429;M056;220 HENRY STREET;University Neighborhood Middle School;1500;-73.99485916666667;40.69385266666667;True;True
439;M075;735 WEST END AVENUE;P.S. 075 Emily Dickinson;1000;-73.953342;40.579267;True;True
442;M083;219 EAST 109 STREET;The Bilingual Bicultural School;1000;-73.97385994833718;40.68120015;True;True
443;M084;32 WEST  92 STREET;P.S. 084 Lillian Weber;750;-73.9540269;40.6562148;True;True
446;M089;201 WARREN STREET;P.S. 89;1000;-73.99514472;40.687292920000004;True;True
448;M092;222 WEST 134 STREET;P.S. 092 Mary McLeod Bethune;500;-73.9244302;40.6894457;True;True
450;M096;216 EAST 120 STREET;P.S. 096 Joseph Lanzetta;750;-73.96968895555636;40.5902115;True;True
457;M107;1680 LEXINGTON AVENUE;Heritage School, The;500;-73.960877;40.6865299;True;True
458;M108;1615 MADISON AVENUE;P.S. 108 Assemblyman Angelo Del Toro Educational C;750;-73.94322675298106;40.6127369;True;True
460;M111;440 WEST  53 STREET;P.S. 111 Adolph S. Ochs;750;-74.014034;40.645069;True;True
462;M113;240 WEST 113 STREET;STEM Institute of Manhattan;250;-73.97545248590622;40.65118435;True;True
463;M114;331 EAST 91ST STREET;East Side Middle School;500;-73.92343275100474;40.657445100000004;True;True
465;M116;210 EAST  33 STREET;P.S. 116 Mary Lindley Murray;750;-73.9776703;40.6870231;True;True
467;M118;154 WEST  93 STREET;P.S. 333 Manhattan School for Children;1250;-73.88598544999999;40.5794282;True;True
472;M125;433 WEST 123 STREET;KIPP STAR College Prep Charter School;1750;-73.94384880000001;40.64449995;True;True
473;M126;80 CATHERINE STREET;P.S. 126 Jacob August Riis;1000;-73.93720400000001;40.714283529411766;True;True
479;M133;2121 5 AVENUE;P.S. 133 Fred R Moore;500;-73.94844771428572;40.59085987755102;True;True
480;M134;293 EAST BROADWAY;P.S. 137 John L. Bernstein;750;-73.958049875;40.708569499999996;True;True
482;M137;327 CHERRY STREET;P.S. 184m Shuang Wen;750;-73.9373596;40.7238362;True;True
483;M140;123 RIDGE STREET;P.S. 140 Nathan Straus;500;-73.9996623;40.6379042;True;True
484;M142;100 ATTORNEY STREET;P.S. 142 Amalia Castro;500;-73.9230582;40.6495153;True;True
486;M144;134 WEST 122 STREET;P.S. 242 - The Young Diplomats Magnet Academy;750;-73.9733333;40.6322222;True;True
491;M154;250 WEST 127 STREET;P.S. 154 Harriet Tubman;500;-73.9758333;40.6275;True;True
495;M163;163 WEST  97 STREET;P.S. 163 Alfred E. Smith;750;-74.00747519936962;40.606752;True;True
497;M165;234 WEST 109 STREET;P.S. 165 Robert E. Simon;1250;-73.95512566963265;40.6045838;True;True
498;M166;132 WEST  89 STREET;P.S. 166 The Richard Rodgers School of The Arts an;750;-73.94566597324749;40.714745050000005;True;True
501;M171;19 EAST 103 STREET;P.S. 171 Patrick Henry;1250;-73.9996623;40.6379042;True;True
504;M176;4862 BROADWAY;Muscota;750;-73.943825;40.701862;True;True
509;M187;349 CABRINI BOULEVARD;P.S./I.S. 187 Hudson Cliffs;1000;-74.0081785964725;40.60997655;True;True
513;M191;210 WEST  61 STREET;P.S. 191 Amsterdam;750;-73.97307918988574;40.6928006;True;True
517;M197;2230 5 AVENUE;P.S. 197 John B. Russwurm;500;-73.94742610204081;40.59080689795918;True;True
518;M198;1700 3 AVENUE;P.S. 77 Lower Lab School;1000;-73.952682;40.590229;True;True
519;M199;270 WEST  70 STREET;P.S. 199 Jessie Isador Straus;1000;-73.8854201778374;40.5860023;True;True
520;M200;2589 7 AVENUE;P.S. 200- The James Mccune Smith School;750;-73.94425320408163;40.59132185714286;True;True
524;M218;4600 BROADWAY;Middle School 322;1250;-73.943825;40.701862;True;True
525;M223;71-111 CONVENT AVE;The Mott Hall School;500;-73.95486607275396;40.714731;True;True
527;M263;202 SHERMAN AVE;Washington Heights Academy;750;-73.97432914285714;40.653280342857144;True;True
528;M267;213 EAST 63RD STREET;East Side Elementary School, PS 267;500;-74.02412238969585;40.6416564824812;True;True
530;M276;55 BATTERY PLACE;P.S. M094;1500;-74.02296458064517;40.61766564516129;True;True
531;M281;425 EAST 35TH STREET;The River School;250;-73.9439374;40.644696;True;True
532;M282;26 BROADWAY;Urban Assembly School of Business for Young Women,;1500;-73.9679113;40.710565;True;True
534;M340;590 SIXTH AVENUE;Sixth Avenue Elementary School;250;-73.97670595149191;40.67676455;True;True
537;M440;351 WEST  18 STREET;Quest to Learn;2500;-73.9996623;40.6379042;True;True
538;M445;350 GRAND STREET;Urban Assembly Academy of Government and Law, The;2000;-73.9562942;40.7124752;True;True
539;M446;200 MONROE STREET;University Neighborhood High School;500;-73.9513850279454;40.685242099999996;True;True
540;M451;250 WEST  18 STREET;Liberty High School Academy for Newcomers;500;-73.9758333;40.6275;True;True
541;M460;40 IRVING PLACE;Washington Irving Yabc;2500;-73.9600871764706;40.68388194117647;True;True
542;M465;549 AUDUBON AVENUE;The College Academy;3000;-73.9652545;40.6607659;True;True
543;M470;145 WEST  84 STREET;The Urban Assembly School for Green Careers;1500;-73.93231160195057;40.7014468;True;True
544;M475;345 EAST  15TH STREET;P.S. M226;2500;-73.96440651612903;40.641669096774194;True;True
551;M495;230 EAST 105 STREET;Park East High School;500;-73.8990872;40.6512183;True;True
552;M501;2005 MADISON AVENUE;The Urban Assembly School for Global Commerce;1250;-73.94766693167179;40.610507999999996;True;True
553;M506;140 WEST 102 STREET;Edward A. Reynolds West Side High School;750;-74.0190652;40.641732450000006;True;True
555;M520;411 PEARL STREET;Urban Assembly Maker Academy;1750;-73.9883400289496;40.69159547235746;True;True
558;M540;443 WEST 135 STREET;A. Philip Randolph Campus High School;1500;-73.88875439236973;40.58180885;True;True
560;M615;131 AVENUE OF THE AMERICAS;NYC iSchool;1000;-73.9166275;40.7025063;True;True
561;M620;111 EAST  33RD STREET;Unity Center for Urban Technologies;2500;-74.004271;40.65706;True;True
563;M641;16 CLARKSON STREET;High School M560 - City As School;750;-73.95907857043161;40.654707650000006;True;True
567;M661;240 2 AVENUE;Manhattan Comprehensive Night and Day High School;1000;-73.97321180110497;40.58797067403315;True;True
568;M751;113 EAST  4TH STREET;Manhattan School for Career Development;250;-73.97746505;40.64987735;True;True
570;M812;240 CONVENT AVE;High School for Mathematics, Science and Engineeri;500;-73.95486607275396;40.714731;True;True
574;M833;100 TRINITY PLACE;High School of Economics and Finance;1000;-73.99272606587473;40.6945862;True;True
576;M834;850 10TH AVENUE;Independence High School;500;-73.9813325;40.6557216;True;True
579;M841;466 WEST END AVENUE;P.S. M811 - Mickey Mantle School;500;-73.953342;40.579267;True;True
582;M873;43 WEST  22 STREET;Manhattan Village Academy;500;-73.9996623;40.6379042;True;True
583;M874;55 EAST  25 STREET;Baruch College Campus High School;500;-73.998091;40.660397;True;True
586;M883;34 WEST  14 STREET;Legacy School for Integrated Studies;500;-73.99957079533823;40.5788288;True;True
587;M894;90 TRINITY PLACE;Leadership and Public Service High School;750;-73.99272606587473;40.6945862;True;True
589;M895;105 EAST 106TH STREET;Young Women's Leadership School;500;-73.8924604;40.6466081;True;True
591;M898;4124 9 AVENUE;P.S. 018 Park Terrace;500;-73.9943519;40.6463249;True;True
592;M905;890 BROADWAY;Ballet Tech, NYC Public School for Dance;250;-73.93726333333333;40.69801133333333;True;True
593;M911;22 EAST 128 STREET;Harlem Renaissance High School;500;-73.9996623;40.6379042;True;True
598;M933;425 WEST 33RD STREET;M.S. 260 Clinton School Writers & Artists;500;-73.9991284;40.5726989;True;True
603;Q002;75-10 21 AVENUE;P.S. 002 Alfred Zimberg;750;-73.98550221276597;40.586612329787236;True;True
604;Q003;108-55 69 AVENUE;The Academy for Excellence through the Arts;250;-73.8845805;40.6812143;True;True
607;Q008;108-35 167 STREET;York Early College Academy;1500;-73.8977851;40.6536338;True;True
608;Q009;58-74 57 STREET;P.S. 009;750;-73.99552423407575;40.680335;True;True
609;Q010;45-11 31ST AVE;I.S. 010 Horace Greeley;1000;-73.99395276923076;40.60047169230769;True;True
610;Q011;54-25 SKILLMAN AVENUE;P.S. 011 Kathryn Phelan;1500;-73.949424;40.715397;True;True
611;Q012;42-00 72 STREET;P.S. 012 James B. Colgate;1500;-73.97256017526493;40.70082505;True;True
613;Q014;107-01 OTIS AVENUE;P.S. 014 Fairview;2000;-73.9326197914352;40.706070600000004;True;True
614;Q015;121-15 LUCAS STREET;P.S. 015 Jackie Robinson;500;-73.9539759;40.729851;True;True
616;Q018;86-35 235 COURT;P.S. 018 Winchester;750;-74.0282979;40.622811;True;True
617;Q019;98-02 ROOSEVELT AVENUE;P.S. 019 Marino Jeantet;2500;-73.998877;40.656731;True;True
621;Q023;138-11 35 AVENUE;Queens Academy High School;500;-73.9505223;40.7060665;True;True
622;Q024;141-11 HOLLY AVENUE;P.S. 024 Andrew Jackson;1250;-73.870688;40.666602;True;True
627;Q030;126-10 BEDELL STREET;PS 354;750;-73.911877;40.642789;True;True
630;Q033;91-37 222 STREET;P.S. 033 Edward M. Funk;1250;-73.9244302;40.6894457;True;True
634;Q037;179-37 137 AVENUE;Cynthia Jenkins School;750;-73.9168823;40.6822761;True;True
635;Q038;135-21 241 STREET;P.S. 038 Rosedale;250;-73.93297392117643;40.653157300000004;True;True
636;Q040;109-20 UNION HALL STREET;P.S. 040 Samuel Huntington;750;-73.98009160984866;40.67604205;True;True
640;Q045;126-28 150 STREET;P.S. 045 Clarence Witherspoon;500;-73.94815100928409;40.72013815;True;True
641;Q046;64-45 218 STREET;P.S. 046 Alley Pond;750;-73.9910724;40.6868341;True;True
643;Q049;63-60 80th Street;P.S. 049 Dorothy Bonawit Kole;1250;-74.03706426470588;40.62976647058824;True;True
645;Q051;87-45 117 STREET;P.S. 051;500;-73.9282467;40.7063481;True;True
648;Q054;86-02 127 STREET;P.S. 054 Hillside;750;-74.0187509;40.6234375;True;True
651;Q058;72-24 GRAND AVENUE;P.S. 58 - The School of Heroes;1250;-73.964549;40.695539;True;True
653;Q060;91-02 88 AVENUE;P.S. 060 Woodhaven;1500;-73.98793069829736;40.660181050000006;True;True
654;Q061;98-50 50 AVENUE;I.S. 061 Leonardo Da Vinci;2500;-73.97374292817679;40.58791418784531;True;True
655;Q062;97-25 108 STREET;P. S. 62 - Chester Park School;1000;-73.8977851;40.6536338;True;True
656;Q063;90-15 SUTTER AVENUE;P.S. 063 Old South;1500;-73.918834;40.66578128571429;True;True
659;Q067;51-60 MARATHON PARKWAY;J.H.S. 067 Louis Pasteur;1000;-74.02660261297032;40.6335857;True;True
661;Q069;77-02 37 AVENUE;P.S. 069 Jackson Heights;1250;-74.0255506;40.6295562;True;True
662;Q070;30-45 42 STREET;P.S. 070 Queens;1250;-73.9996623;40.6379042;True;True
667;Q075;16-66 HANCOCK STREET;Robert E. Peary School;750;-73.95517184615385;40.68185876923077;True;True
668;Q076;36-36 10 STREET;P.S. 076 William Hallet;750;-73.9996623;40.6379042;True;True
669;Q079;147-27 15 DRIVE;P.S. 079 Francis Lewis;1250;-73.9251113;40.7005166;True;True
670;Q080;171-05 137 AVENUE;P.S. 080 Thurgood Marshall Magnet;750;-73.9168823;40.6822761;True;True
672;Q081;559 CYPRESS AVENUE;P.S. 81Q Jean Paul Richter;1250;-73.9199543;40.7082516;True;True
673;Q082;88-02 144 STREET;P.S. 082 Hammond;750;-73.92017130991405;40.673093800000004;True;True
674;Q084;22-45 41 STREET;P.S. 084 Steinway;500;-73.9996623;40.6379042;True;True
675;Q085;23-70 31 STREET;P.S. 085 Judge Charles Vallone;750;-73.9996623;40.6379042;True;True
677;Q087;67-54 80 STREET;P.S. / I.S. 087 Middle Village;750;-73.97763094013354;40.69501545;True;True
681;Q091;68-10 CENTRAL AVE;P.S. 091 Richard Arkwright;1000;-73.9303525;40.70093275;True;True
685;Q096;130-01 ROCKAWAY BOULEVARD;P.S. 096;500;-73.9110911111111;40.679001444444445;True;True
687;Q098;40-20 235 STREET;P.S. 098 The Douglaston School;250;-73.9996623;40.6379042;True;True
690;Q101;2 RUSSELL PLACE;P.S. 101 School in the Gardens;750;-73.943588;40.720793;True;True
695;Q107;167-02 45 AVENUE;P.S. 107 Thomas A Dooley;1000;-74.010006;40.648939;True;True
698;Q111;37-15 13 STREET;P.S. 111 Jacob Blackwell;500;-73.9996623;40.6379042;True;True
700;Q113;78-23 87TH STREET;P.S./I.S. 113 Anthony J. Pranzo;1000;-74.03742865217392;40.62408104347826;True;True
702;Q115;80-51 261 STREET;P.S. 115 The James J. Ambrose School;750;-73.9530707;40.7168801;True;True
708;Q121;126-10 109 AVENUE;P.S. 121 Queens;1000;-73.95399598250972;40.726907100000005;True;True
709;Q122;21-21 DITMARS BOULEVARD;P.S. 122 Mamie Fay;1500;-73.93365771428572;40.696507918367345;True;True
710;Q123;145-01 119 AVENUE;P.S. 123;750;-73.938726772232;40.625979799999996;True;True
711;Q124;129-15 150 AVENUE;P.S. 124 Osmond A Church;1500;-73.90504290036313;40.6686411;True;True
712;Q125;46-02 47 AVENUE;I.S. 125 Thom J. McCann Woodside;1750;-73.97149594081063;40.6731384;True;True
714;Q127;98-01 25 AVENUE;P.S. 127 Aerospace Science Magne;1500;-73.9867923;40.5976945;True;True
715;Q129;128-02 7 AVENUE;P.S. 129 Patricia Larkin;1250;-73.972367;40.67705;True;True
716;Q130;200-01 42 AVENUE;P.S. 130;500;-73.97587867040295;40.69849525;True;True
718;Q132;132-15 218 STREET;P.S. 132 Ralph Bunche;500;-73.94566597324749;40.714745050000005;True;True
