;Latitude;Longitude;Weight
150;40.69831250200008;-73.95314759599995;2
155;40.67943445800007;-73.93211287499997;2
158;40.66452749800004;-73.94773929099993;5
163;40.64886713300007;-73.95082189999994;5
168;40.670562535000045;-73.89164290099995;2
170;40.63319297600003;-73.94188398799997;5
173;40.714236295000035;-73.92907621999996;2
174;40.61896888500007;-74.03141153199994;5
178;40.66207939600001;-73.91959802499997;2
179;40.687732210000036;-73.93749147799997;5
180;40.68479211500005;-73.87855656899995;2
182;40.60156483000002;-73.94210597799997;5
184;40.683700646000034;-74.00050622499998;5
189;40.630310525000034;-74.01784194599996;5
190;40.68381098700007;-73.91007833399993;5
194;40.67597640200007;-73.96302338199997;5
196;40.67141166300007;-73.88151172399995;2
197;40.65677960000005;-73.92848135299994;5
205;40.628064506000044;-74.03359896899997;2
214;40.63068215900006;-73.97355396999995;5
217;40.63009478700008;-73.90905549499998;2
227;40.66602697800005;-73.89631824899999;2
229;40.65906876100007;-73.88458283699998;5
244;40.70629036500002;-73.95035033099998;2
246;40.67059009900004;-73.93095390099995;5
248;40.683700646000034;-74.00050622499998;2
250;40.65475124500005;-74.007368032;2
251;40.671514960000025;-73.90733715199997;5
258;40.57554591600008;-73.97964134899995;5
260;40.63382138300005;-74.029775612;5
262;40.64870676900005;-73.90513094099998;5
270;40.67141166300007;-73.88151172399995;5
276;40.67597640200007;-73.96302338199997;5
277;40.66688683300004;-73.94521417699997;5
283;40.64658134500007;-74.01954718099995;2
285;40.686928647000066;-73.97555448899993;2
290;40.666082852000045;-73.93042147799997;5
291;40.69833089400004;-73.91749507299994;5
292;40.64886713300007;-73.95082189999994;5
295;40.66753342700008;-73.86424848999997;2
296;40.635693710000055;-74.01294693999995;2
299;40.67558382800007;-73.98903463099998;2
301;40.71161053700007;-73.94049903499997;5
302;40.67459999000005;-73.93057482199998;5
312;40.57900355900005;-73.96490942599996;2
315;40.62503029900005;-73.937287224;5
316;40.679344814000046;-73.94405023499998;5
318;40.63068215900006;-73.97355396999995;5
322;40.64299326900005;-73.93429035299994;5
326;40.69831250200008;-73.95314759599995;2
327;40.646331289000045;-73.95865428799993;5
328;40.67621757800004;-73.92336640699995;2
338;40.65713067000007;-73.91976257099995;5
340;40.64973020000008;-73.93647478999998;2
342;40.700488141000044;-73.92532928699995;2
347;40.67141166300007;-73.88151172399995;5
353;40.67392770900005;-73.92646216699995;5
356;40.67681648200005;-73.95575122999998;2
359;40.57510854100008;-73.99855795499997;5
364;40.66390097400005;-73.88057347599994;2
365;40.66694989100006;-73.92990871099995;5
367;40.66895868000006;-73.93388987699996;2
370;40.67459999000005;-73.93057482199998;2
372;40.62825054600006;-73.99755168999997;5
375;40.68112594000007;-73.97436682299997;2
377;40.57758741600002;-73.97633607099993;5
378;40.63036654500007;-73.97371261299999;5
402;40.692365404000036;-73.94280964999997;2
403;40.67459999000005;-73.93057482199998;5
418;40.666386429000056;-73.89927709799997;2
423;40.68112594000007;-73.97436682299997;2
433;40.644812890000026;-73.89670074899993;2
436;40.613652452000046;-73.92684912299995;2
439;40.66487273900003;-73.90416355699995;5
443;40.61462938700004;-73.96865822499996;2
456;40.69126738700004;-73.94259062799993;5
457;40.70629036500002;-73.95035033099998;5
458;40.63447981500008;-74.03097567499998;5
468;40.64204307200004;-73.94960900699994;5
475;40.712869696000034;-73.96578402999995;5
476;40.639756334000026;-73.97314321399993;2
482;40.64886713300007;-73.95082189999994;5
485;40.688743368000075;-73.94498708099997;2
486;40.57758741600002;-73.97633607099993;2
491;40.64760608200004;-74.012942045;2
495;40.613652452000046;-73.92684912299995;2
497;40.66834956600008;-73.90651606299997;5
498;40.67597640200007;-73.96302338199997;5
502;40.67624753000007;-73.86610183799998;5
506;40.57616752000007;-73.98901855099997;5
514;40.71419674500004;-73.92727625799995;2
516;40.69263006400007;-73.92563378299997;5
518;40.674048132000046;-73.86775736699997;5
530;40.698319320000046;-73.949790067;2
531;40.67141166300007;-73.88151172399995;5
535;40.66731526400008;-73.91793716199999;2
536;40.688743368000075;-73.94498708099997;2
539;40.70629036500002;-73.95035033099998;5
548;40.59844503100004;-73.95017485199999;5
560;40.688743368000075;-73.94498708099997;5
563;40.69536744700008;-73.98324342499996;5
565;40.68446154300005;-73.97775120999995;5
568;40.640878962000045;-74.009344689;2
569;40.69994609100007;-73.91180930699994;2
579;40.67888750600008;-73.93559976899995;5
587;40.64791398800003;-74.00740691699998;5
589;40.638667594000026;-74.02246340399995;5
590;40.638045433000045;-73.95319711499997;5
591;40.676960141000045;-73.95126265199998;2
595;40.57758741600002;-73.97633607099993;2
597;40.64870676900005;-73.90513094099998;5
602;40.672517754000076;-73.87371941799995;5
610;40.66256275400008;-73.90892111899994;5
612;40.64886713300007;-73.95082189999994;5
614;40.60093625800005;-73.94781066899995;2
615;40.726965067000044;-73.95311662899995;5
616;40.67141166300007;-73.88151172399995;5
619;40.68513859700005;-73.99154980399999;5
631;40.67459999000005;-73.93057482199998;2
634;40.62816974400005;-73.94135878299994;2
635;40.68112594000007;-73.97436682299997;2
636;40.69833089400004;-73.91749507299994;5
640;40.642011943000064;-73.98485669399997;2
642;40.67140715000005;-73.92948225299993;2
643;40.65799306600008;-74.00069344599996;5
646;40.662493122000065;-73.93590755499997;2
648;40.62572501600005;-73.99104937999994;2
649;40.63068215900006;-73.97355396999995;5
654;40.69126738700004;-73.94259062799993;5
656;40.71303813200007;-73.96036238399995;1
657;40.64114856700007;-73.90627671799997;2
661;40.634955494000046;-73.93250040099997;5
662;40.68822079700004;-73.91981169999997;5
668;40.69536744700008;-73.98324342499996;2
669;40.688743368000075;-73.94498708099997;5
680;40.60740082000007;-73.94321016399994;5
681;40.73469677600008;-73.95246168999995;2
683;40.67268953000007;-73.90375577699997;5
685;40.57737961700008;-73.96829051999998;2
686;40.63610646500007;-73.95730229199995;5
689;40.70701953500002;-73.92782871999998;5
691;40.66660606200002;-73.87174805199999;2
705;40.67141166300007;-73.88151172399995;5
710;40.69536744700008;-73.98324342499996;5
712;40.608814252000066;-73.94293164399994;2
714;40.57758741600002;-73.97633607099993;2
723;40.62851560000007;-73.94138369799998;5
724;40.65039633400005;-73.95870942899995;5
727;40.645926030000055;-73.96144367099998;5
729;40.688743368000075;-73.94498708099997;2
735;40.65802301100007;-73.91262160699995;5
745;40.688743368000075;-73.94498708099997;2
748;40.69460248300004;-73.97312472899995;5
752;40.61191636300003;-73.92471522099999;5
757;40.68831814300006;-73.94543815999998;5
770;40.64374258000004;-73.95073198799997;2
774;40.59233618200005;-73.98148695899994;5
775;40.57416972500005;-73.99514189899995;5
780;40.688743368000075;-73.94498708099997;5
781;40.624254657000044;-73.97728135799997;2
783;40.689239591000046;-73.99894853099994;2
785;40.60198557800004;-73.99620221799995;5
787;40.67141166300007;-73.88151172399995;5
788;40.62683115700002;-74.02671036899994;2
803;40.69578130600007;-73.97952890799998;2
804;40.638667594000026;-74.02246340399995;5
805;40.69380130300004;-73.97440522399995;5
815;40.60207069800003;-74.00269150899999;2
828;40.630701226000035;-74.0369328;2
829;40.688743368000075;-73.94498708099997;5
830;40.66332104500003;-73.92105273399994;5
835;40.65174134500006;-73.93038237699994;2
845;40.68445805700002;-73.92030658799997;5
851;40.61680716100005;-74.00928008499993;1
855;40.671559778000066;-73.93225427199997;2
856;40.596515802000056;-73.97750684599998;2
858;40.69833089400004;-73.91749507299994;5
859;40.67111083400005;-73.91356336299998;5
863;40.68964821100008;-73.92405412199997;2
864;40.66220627900003;-73.90594075799999;5
868;40.65799306600008;-74.00069344599996;5
872;40.68964821100008;-73.92405412199997;5
875;40.64432014100004;-73.931539618;5
876;40.65425411800004;-73.94848254999994;5
881;40.69833089400004;-73.91749507299994;5
884;40.68465082400007;-73.95776878599996;2
895;40.67459999000005;-73.93057482199998;5
897;40.67459999000005;-73.93057482199998;5
904;40.67141166300007;-73.88151172399995;5
908;40.57758741600002;-73.97633607099993;2
916;40.670774575000046;-73.85931402699998;2
923;40.690152502000046;-73.98407048999997;2
925;40.64875119900006;-74.00653491899999;2
926;40.675177652000045;-73.86899528699999;2
927;40.69252937600004;-73.94138872699995;2
929;40.645926030000055;-73.96144367099998;5
934;40.578944834000026;-73.98521298299994;5
940;40.700085416000036;-73.94078701799998;2
948;40.641794281000045;-73.93514191399998;2
950;40.67529895100006;-73.89051040799995;5
951;40.66714314400008;-73.98469238399997;2
952;40.596779003000044;-73.96527457499997;5
957;40.70629036500002;-73.95035033099998;2
965;40.69546894100006;-73.98282507899995;2
967;40.66470708100008;-73.89980229299994;5
968;40.693471325000075;-73.98724306499997;5
970;40.69536744700008;-73.98324342499996;2
974;40.65315868400006;-73.92760587899994;5
977;40.65799306600008;-74.00069344599996;5
985;40.65377238700007;-73.91041074099995;2
987;40.57836624000004;-73.99050494199997;5
990;40.637248545000034;-73.95103583599996;2
999;40.712874247000066;-73.95506718599995;5
1000;40.64254948100006;-74.01816952099993;5
1003;40.62966655100007;-73.92412237599996;2
1005;40.60207069800003;-74.00269150899999;5
1021;40.65418705900004;-73.91068048299998;5
1023;40.66416202000005;-73.94681681999998;5
1026;40.62578870200008;-74.02415581999998;5
1029;40.576049590000025;-73.99007689999998;5
1034;40.624424469000076;-74.03508491399998;2
1035;40.64886713300007;-73.95082189999994;5
1036;40.688743368000075;-73.94498708099997;5
1037;40.667098413000076;-73.91055505399999;2
1038;40.69810842400005;-73.97715882199995;2
1040;40.726965067000044;-73.95311662899995;2
1045;40.68112594000007;-73.97436682299997;2
1048;40.65799306600008;-74.00069344599996;5
1049;40.67458330800008;-73.93022154099998;5
1057;40.69377781500003;-73.90732424299993;5
1066;40.69445782500002;-73.95070172699997;2
1074;40.727000694000026;-73.95298311099998;2
1077;40.688743368000075;-73.94498708099997;5
1081;40.63068215900006;-73.97355396999995;5
1084;40.67111083400005;-73.91356336299998;2
1085;40.677282897000055;-73.94284781999993;2
1090;40.625768822000055;-74.02713863399998;2
1095;40.655342733000055;-73.93076785499993;5
1097;40.65628114700007;-73.97897158199999;2
1098;40.67141166300007;-73.88151172399995;5
1100;40.664436938000044;-73.90164461499995;2
1111;40.661303780000026;-73.91735704599995;5
1115;40.67737282900004;-73.907977954;5
1118;40.676337363000066;-73.86546353999995;5
1122;40.66074685500007;-73.91037974799997;5
1125;40.655882298000044;-73.95638861799995;2
1129;40.697970267000066;-73.98993253599998;1
1132;40.63680915400005;-74.03444287899998;2
1133;40.66109683900004;-73.91970373499998;2
1141;40.688743368000075;-73.94498708099997;2
1142;40.65140788700006;-73.93761560499998;5
1144;40.65799306600008;-74.00069344599996;5
1148;40.69536744700008;-73.98324342499996;5
1152;40.64870676900005;-73.90513094099998;2
1155;40.662767503000055;-73.90752952599996;5
1156;40.60581986000005;-74.00775157799995;2
1159;40.66912567900005;-73.90570750399995;5
1161;40.630372220000034;-74.00413732999993;2
1162;40.63036654500007;-73.97371261299999;2
1168;40.65983617800004;-73.91114147599995;2
1169;40.601152978000066;-73.96140830599995;5
1175;40.69460248300004;-73.97312472899995;5
1177;40.63068215900006;-73.97355396999995;5
1179;40.65372134600005;-73.93207416799999;2
1185;40.689630401000045;-73.91432544099996;2
1186;40.68584471900005;-73.95066482599998;5
1187;40.706222013000044;-73.95097435599996;5
1189;40.70191690200004;-73.93698407999993;5
1195;40.661934522000024;-73.93342466199994;5
1196;40.64886713300007;-73.95082189999994;5
1199;40.630985621000036;-73.88611212299999;5
1204;40.64702860300008;-73.94577462499996;2
1207;40.67458330800008;-73.93022154099998;5
1208;40.58764609000008;-73.98713726299998;2
1210;40.68542794600006;-73.96727643299994;5
1212;40.726965067000044;-73.95311662899995;5
1214;40.64446609400005;-73.90854223399998;5
1216;40.683753170000045;-73.91342799299997;5
1220;40.669485070000064;-73.91996760299999;2
1221;40.66932766100007;-73.90433739499997;2
1225;40.63068215900006;-73.97355396999995;5
1229;40.57758741600002;-73.97633607099993;5
1230;40.57758741600002;-73.97633607099993;2
1231;40.70629036500002;-73.95035033099998;5
1232;40.67141166300007;-73.88151172399995;2
1240;40.619878690000064;-74.02631855799996;5
1244;40.576645978000045;-73.97648039599994;5
1245;40.69191322300003;-73.90622339299993;5
1250;40.61084097400004;-73.96654223999997;2
1252;40.61671351800004;-73.97187739199995;5
1253;40.639268710000074;-73.97757170599994;5
1254;40.693020560000036;-73.91861231599995;5
1255;40.62572501600005;-73.99104937999994;2
1258;40.636855455000045;-73.99739644499994;2
1263;40.65815954800007;-73.91170235999994;2
1264;40.67111083400005;-73.91356336299998;5
1267;40.67744383900003;-73.952744049;2
1272;40.655283490000045;-74.01049278999993;2
1277;40.67459999000005;-73.93057482199998;5
1278;40.65799306600008;-74.00069344599996;5
1285;40.67866126200005;-73.92462905999997;2
1286;40.69030077000008;-73.98443465399998;5
1290;40.66890710000007;-73.95861145599997;5
1292;40.64201235600007;-73.89883104499995;5
1298;40.62825054600006;-73.99755168999997;2
1299;40.67141166300007;-73.88151172399995;5
1304;40.70629036500002;-73.95035033099998;5
1309;40.681812301000036;-73.94986378799997;5
1314;40.65799306600008;-74.00069344599996;5
1316;40.634955494000046;-73.93250040099997;5
1318;40.70518898100005;-73.94285274999999;5
1322;40.64886713300007;-73.95082189999994;5
1332;40.63068215900006;-73.97355396999995;5
1335;40.66344768600004;-73.95847426899995;2
1337;40.67458330800008;-73.93022154099998;5
1339;40.68964821100008;-73.92405412199997;5
1342;40.66512493100004;-73.95898867799998;5
1345;40.67141166300007;-73.88151172399995;5
1346;40.62851560000007;-73.94138369799998;5
1360;40.615672833000076;-73.97025697699995;2
1361;40.69975575900003;-73.92605860799993;2
1365;40.67458330800008;-73.93022154099998;5
1368;40.63319297600003;-73.94188398799997;5
1370;40.61071712900008;-73.92098528299994;2
1375;40.662611009000045;-73.92649626799994;2
1379;40.662197830000025;-73.99254752499998;2
1382;40.635839049000026;-73.98589935799998;2
1383;40.59387606400003;-73.98179259299998;5
1384;40.675338295000074;-73.90716239899997;5
1393;40.67384422500004;-73.916732256;5
1397;40.66895868000006;-73.93388987699996;5
1399;40.59406298000005;-73.96086869299995;5
1400;40.675233503000065;-73.89096115499996;5
1401;40.65135899300003;-73.93856706099997;5
1402;40.57534454800003;-73.99644131299993;2
1408;40.678628796000055;-73.95086845499998;2
1409;40.62866655400006;-73.89209639799998;5
1410;40.67714866200004;-73.92428106299997;5
1413;40.67141166300007;-73.88151172399995;5
1417;40.69978098800004;-73.98293216099995;2
1419;40.67109615100002;-73.92385895099994;5
1421;40.667367093000045;-73.90338496499999;2
1422;40.65564202300004;-73.95986308399995;2
1423;40.652427600000074;-73.92607862499993;2
1430;40.66159154500008;-73.93857565899998;5
1431;40.67513775600002;-73.88290749299993;5
1437;40.65543232800008;-73.95006741999998;5
1439;40.57790712700007;-73.98393166299998;2
1440;40.62851560000007;-73.94138369799998;2
1443;40.708669255000075;-73.94848017299995;5
1445;40.680373415000076;-73.89275905399995;2
1447;40.64556335000003;-73.92679251799996;2
1450;40.689048255000046;-73.95861337799995;2
1455;40.67111083400005;-73.91356336299998;5
1458;40.63860374000007;-74.00633214999993;5
1460;40.61736714400007;-74.00870024299998;1
1462;40.58137495000005;-73.96452297399995;2
1466;40.626823123000065;-74.00603562599997;5
1467;40.63969607800004;-73.97370533499998;2
1479;40.671974949000045;-73.88210193399993;2
1484;40.69359885800003;-73.92546321599998;5
1486;40.70629036500002;-73.95035033099998;5
1488;40.68025486400006;-73.98414135599995;2
1489;40.58781770300004;-73.945322246;2
1499;40.68419972300006;-73.94866132899993;2
1504;40.67141166300007;-73.88151172399995;5
1507;40.727000694000026;-73.95298311099998;2
1510;40.59406298000005;-73.96086869299995;5
1513;40.64946851600007;-73.958482969;5
1514;40.678959457000076;-73.92313972699995;5
1515;40.67493633500004;-74.00756854399998;2
1516;40.62956787000007;-73.94341106399997;5
1518;40.59877355900005;-73.93723626399995;2
1519;40.69536744700008;-73.98324342499996;5
1521;40.70629036500002;-73.95035033099998;2
1522;40.690106415000045;-73.98897094299997;5
1526;40.68962245400007;-73.96014913199997;5
1530;40.67459999000005;-73.93057482199998;5
1531;40.69833089400004;-73.91749507299994;2
1533;40.67323808900005;-73.90007066699997;2
1534;40.66157677300004;-73.90478463999993;2
1539;40.689615497000034;-73.92439311199999;2
1540;40.67459999000005;-73.93057482199998;2
1541;40.69206879800004;-73.93237046399997;5
1542;40.66850263100008;-73.86924270699996;2
1543;40.61941228800004;-74.02537462399994;2
1555;40.65799306600008;-74.00069344599996;2
1556;40.68034722300007;-73.93003524099998;5
1560;40.66416202000005;-73.94681681999998;5
1566;40.69833089400004;-73.91749507299994;2
1567;40.69151240700006;-73.90955229099995;5
1574;40.63068215900006;-73.97355396999995;5
1577;40.64842111900003;-73.90489710899999;2
1581;40.67459999000005;-73.93057482199998;5
1584;40.582620261000045;-73.98629580399995;2
1587;40.64870676900005;-73.90513094099998;5
1592;40.688743368000075;-73.94498708099997;2
1596;40.69022360400004;-73.96027858599997;2
1598;40.64870676900005;-73.90513094099998;5
1599;40.64886713300007;-73.95082189999994;5
1601;40.683700646000034;-74.00050622499998;5
1607;40.64028363200004;-74.004584745;5
1608;40.65116511100007;-73.918137217;5
1609;40.69911324800007;-73.91028489899995;2
1610;40.68112594000007;-73.97436682299997;2
1614;40.66305654800004;-73.92364104799998;2
1616;40.67141166300007;-73.88151172399995;2
1622;40.674088589000064;-73.87197880699993;5
1623;40.582733235000035;-73.97320574399998;2
1626;40.65556870000006;-73.91199771599996;5
1627;40.67111083400005;-73.91356336299998;2
1628;40.589051006000034;-73.98380296599998;2
1634;40.62938679500007;-74.02566302399998;5
1635;40.677356895000045;-74.01154898999994;5
1636;40.67459999000005;-73.93057482199998;5
1637;40.70629036500002;-73.95035033099998;5
1638;40.67878816700004;-73.91756611999993;5
1641;40.63975898900002;-74.01051196799993;5
1642;40.61193804700008;-74.00717601699995;5
1645;40.61413818200003;-73.98196355599998;2
1646;40.62851560000007;-73.94138369799998;2
1655;40.69833089400004;-73.91749507299994;5
1657;40.64886713300007;-73.95082189999994;5
1661;40.69041302800008;-73.94677064199995;2
1664;40.684194302000044;-73.91608474599997;5
1668;40.633037168000044;-74.00854015799997;5
1670;40.726965067000044;-73.95311662899995;5
1671;40.60207069800003;-74.00269150899999;2
1672;40.68337946900005;-73.90932896099997;5
1676;40.605965010000034;-74.01159786199997;5
1689;40.677584695000064;-73.94838521299994;5
1691;40.70898233400004;-73.93284745499993;2
1692;40.64961046400003;-73.93837767299993;5
1699;40.59381550000006;-73.94061119599995;5
1701;40.67516100200004;-73.89565512999997;5
1703;40.67489838300003;-73.90624010599998;2
1709;40.580823493000025;-73.96533687099996;5
1715;40.57758741600002;-73.97633607099993;5
1716;40.62851560000007;-73.94138369799998;5
1717;40.64886713300007;-73.95082189999994;5
1720;40.62851560000007;-73.94138369799998;5
1721;40.67141166300007;-73.88151172399995;5
1724;40.70152764800008;-73.94322736199997;5
1725;40.69501595400004;-73.92251177199995;2
1730;40.619442091000046;-73.98987593799995;2
1731;40.679524703000034;-73.90457153799997;2
1733;40.63519650400008;-73.91893144099998;2
1734;40.68537613700005;-73.91088749799998;5
1735;40.64011816300007;-73.95422978399995;5
1747;40.66388988400007;-73.91070713999993;5
1751;40.683700646000034;-74.00050622499998;2
1752;40.69479059100007;-73.92624442199997;2
1754;40.67597640200007;-73.96302338199997;5
1758;40.64886713300007;-73.95082189999994;5
1759;40.63036654500007;-73.97371261299999;2
1760;40.67597640200007;-73.96302338199997;5
1764;40.66923551700007;-73.89619790799998;5
1775;40.66717467000007;-73.93405745999998;2
1776;40.65799306600008;-74.00069344599996;2
1777;40.68669191900005;-73.97254378899999;5
1783;40.648997405000046;-74.01524867999996;2
1786;40.642699135000036;-74.00027889999996;5
1789;40.66416202000005;-73.94681681999998;5
1790;40.67458330800008;-73.93022154099998;2
1792;40.67141166300007;-73.88151172399995;5
1793;40.64886713300007;-73.95082189999994;5
1795;40.66416202000005;-73.94681681999998;2
1799;40.62503029900005;-73.937287224;5
1807;40.65682040400003;-73.95480940099996;5
1808;40.63068215900006;-73.97355396999995;5
1811;40.65377238700007;-73.91041074099995;2
1816;40.688743368000075;-73.94498708099997;5
1819;40.633312379000074;-73.92115308499997;2
1821;40.688743368000075;-73.94498708099997;5
1824;40.69536744700008;-73.98324342499996;5
1828;40.691956351000044;-73.98857036999993;2
1832;40.66194314900008;-73.92102913399998;2
1838;40.68273504800004;-73.88538556799993;5
1839;40.64886713300007;-73.95082189999994;5
1841;40.69833089400004;-73.91749507299994;5
1866;40.68057825600005;-73.95246421199994;2
1874;40.62470065300005;-73.92749264899999;2
1881;40.706222013000044;-73.95097435599996;2
1882;40.68346134400008;-73.91594144699997;2
1883;40.63948934300004;-74.01616892099996;5
1884;40.57543854100004;-73.97787031499998;5
1885;40.70183980300004;-73.91522581599996;5
1886;40.640740897000065;-74.01665566299994;5
1897;40.688743368000075;-73.94498708099997;5
1902;40.646796780000045;-74.00857074799995;2
1906;40.68112594000007;-73.97436682299997;5
1907;40.65388611000003;-73.95449784399995;2
1909;40.69880698100008;-73.93680309399997;5
1910;40.57554591600008;-73.97964134899995;5
1911;40.60207069800003;-74.00269150899999;5
1917;40.63068215900006;-73.97355396999995;2
1918;40.66416202000005;-73.94681681999998;2
1922;40.66694989100006;-73.92990871099995;5
1923;40.64870676900005;-73.90513094099998;5
1924;40.64703801500008;-74.01199779299998;2
1926;40.688872153000034;-73.94452903199993;2
1928;40.683700646000034;-74.00050622499998;2
1931;40.57556809600004;-73.98093364699997;2
1932;40.64511408300007;-74.01032182599994;5
1933;40.597956277000044;-73.97487767299998;2
1934;40.68909957500005;-73.99704103199997;2
1935;40.676977110000045;-73.91086627299995;2
1941;40.60207069800003;-74.00269150899999;2
1943;40.68112594000007;-73.97436682299997;5
1948;40.69501525100002;-73.97809388299999;2
1951;40.70629036500002;-73.95035033099998;5
1952;40.69121477200008;-73.98438756299998;2
1953;40.66390097400005;-73.88057347599994;2
1956;40.65799306600008;-74.00069344599996;2
1957;40.68112594000007;-73.97436682299997;2
1961;40.66416202000005;-73.94681681999998;5
1969;40.68112594000007;-73.97436682299997;2
1970;40.64204307200004;-73.94960900699994;5
1973;40.57593439500005;-73.99113524499995;5
1976;40.59414516900005;-73.96041495199995;5
1978;40.68770649200008;-73.91094207599998;5
1983;40.66052686300003;-73.91715616699997;5
1984;40.681270505000036;-73.98469274699994;2
1988;40.64886713300007;-73.95082189999994;5
1990;40.68238552100007;-73.99064517199997;2
1992;40.63611223600003;-73.91016062199995;5
2002;40.688743368000075;-73.94498708099997;5
2004;40.64886713300007;-73.95082189999994;2
2006;40.62851560000007;-73.94138369799998;5
2007;40.68187787200003;-73.95581998099993;5
2009;40.70208061200003;-73.92611373399996;2
2015;40.63296091400008;-73.95723945299993;2
2017;40.63526180400004;-73.94598955499998;2
2019;40.613652452000046;-73.92684912299995;2
2021;40.64886713300007;-73.95082189999994;5
2022;40.62498891600006;-73.98605294999999;2
2024;40.69833089400004;-73.91749507299994;2
2025;40.607345400000035;-73.96188731999997;2
2026;40.69243546900003;-73.95197615499995;2
2029;40.64939470600007;-73.92622252999998;2
2042;40.64479800400005;-74.01432523199999;2
2044;40.73583298700004;-73.95932043299997;2
2045;40.65799306600008;-74.00069344599996;5
2047;40.70629036500002;-73.95035033099998;2
2048;40.66531300600008;-73.93284095299998;5
2051;40.68964821100008;-73.92405412199997;5
2052;40.65272309700004;-73.88215036999998;2
2056;40.68184264300004;-73.97583397399995;2
2058;40.660631961000036;-73.93082363899998;2
2062;40.59938976900003;-73.95140569499995;5
2069;40.68060635200004;-73.86620124799998;5
2075;40.672705716000046;-73.87242487399999;5
2076;40.59337863800005;-73.93474245099996;2
2078;40.65630226800005;-73.95643519599997;5
2079;40.62900726000004;-74.01417413499998;5
2084;40.63319297600003;-73.94188398799997;5
2091;40.643854604000076;-74.00445526699998;5
2101;40.65081804200002;-74.00617113799996;2
2109;40.683700646000034;-74.00050622499998;5
2114;40.70051267600007;-73.92941179699994;2
2115;40.70629036500002;-73.95035033099998;2
2116;40.69861139600005;-73.94063325399995;5
2118;40.64696537000003;-74.02093827699997;5
2122;40.62991922600002;-74.00640337899993;5
2123;40.60246860400008;-74.00528077599995;2
2135;40.67459999000005;-73.93057482199998;5
2137;40.64886713300007;-73.95082189999994;5
2140;40.67597640200007;-73.96302338199997;5
2148;40.71450401200008;-73.93629401899994;5
2150;40.662565245000046;-73.91962987899994;5
2151;40.66756165800007;-73.89670517099995;5
2154;40.68271257600002;-73.87188653499999;2
2155;40.69179644800005;-73.94124513099996;2
2161;40.61424878600008;-73.98823429499998;2
2162;40.69438303800007;-73.91258838199997;2
2166;40.64969029300004;-73.965084871;2
2169;40.57554591600008;-73.97964134899995;5
2170;40.68234474800005;-73.92894067899994;5
2178;40.60207069800003;-74.00269150899999;2
2179;40.61571306600007;-73.94528498999993;2
2180;40.67157114200006;-73.94894862799998;5
2187;40.60207069800003;-74.00269150899999;2
2200;40.688406843000045;-73.93164219399995;2
2201;40.631257160000075;-73.94599639799998;5
2206;40.62071616400005;-74.02491764399997;2
2208;40.68969771900004;-73.99236415799999;2
2210;40.70183980300004;-73.91522581599996;5
2212;40.63093901600007;-73.91847906599996;5
2215;40.66920019900005;-73.90964022299994;5
2216;40.68025486400006;-73.98414135599995;2
2223;40.68964821100008;-73.92405412199997;5
2233;40.695297104000076;-73.94338773399994;5
2239;40.67111083400005;-73.91356336299998;5
2240;40.68368309300007;-73.86844855899994;5
2248;40.69833089400004;-73.91749507299994;5
2249;40.663695249000064;-73.88892545399995;2
2251;40.726965067000044;-73.95311662899995;5
2255;40.67141166300007;-73.88151172399995;5
2262;40.68765327400007;-73.91685203099996;2
2271;40.687809352000045;-73.94335082099997;5
2275;40.674080408000066;-73.92923067799995;2
